timestamp,building_id,energy_kwh
2024-01-04 13:00:00,Building_A,115.148
2024-01-04 14:00:00,Building_A,121.662
2024-01-04 15:00:00,Building_A,112.827
2024-01-04 16:00:00,Building_A,102.78
2024-01-04 17:00:00,Building_A,109.126
2024-01-04 18:00:00,Building_A,105.115
2024-01-04 19:00:00,Building_A,112.769
2024-01-04 20:00:00,Building_A,101.402
2024-01-04 21:00:00,Building_A,107.575
2024-01-04 22:00:00,Building_A,111.202
2024-01-04 23:00:00,Building_A,107.454
2024-01-05 00:00:00,Building_A,118.03
2024-01-05 01:00:00,Building_A,122.926
2024-01-05 02:00:00,Building_A,125.702
2024-01-05 03:00:00,Building_A,127.927
2024-01-05 04:00:00,Building_A,121.659
2024-01-05 05:00:00,Building_A,131.615
2024-01-05 06:00:00,Building_A,132.919
2024-01-05 07:00:00,Building_A,128.561
2024-01-05 08:00:00,Building_A,131.691
2024-01-05 09:00:00,Building_A,133.036
2024-01-05 10:00:00,Building_A,140.751
2024-01-05 11:00:00,Building_A,122.234
2024-01-05 12:00:00,Building_A,117.722
2024-01-05 13:00:00,Building_A,109.889
2024-01-05 14:00:00,Building_A,90.311
2024-01-05 15:00:00,Building_A,101.307
2024-01-05 16:00:00,Building_A,98.822
2024-01-05 17:00:00,Building_A,116.049
2024-01-05 18:00:00,Building_A,94.122
2024-01-05 19:00:00,Building_A,98.755
2024-01-05 20:00:00,Building_A,98.063
2024-01-05 21:00:00,Building_A,92.17
2024-01-05 22:00:00,Building_A,114.804
2024-01-05 23:00:00,Building_A,116.5
2024-01-06 00:00:00,Building_A,116.579
2024-01-06 01:00:00,Building_A,108.152
2024-01-06 02:00:00,Building_A,131.473
2024-01-06 03:00:00,Building_A,113.178
2024-01-06 04:00:00,Building_A,132.266
2024-01-06 05:00:00,Building_A,147.093
2024-01-06 06:00:00,Building_A,122.326
2024-01-06 07:00:00,Building_A,125.039
2024-01-06 08:00:00,Building_A,128.368
2024-01-06 09:00:00,Building_A,120.365
2024-01-06 10:00:00,Building_A,107.845
2024-01-06 11:00:00,Building_A,115.976
2024-01-06 12:00:00,Building_A,101.752
2024-01-06 13:00:00,Building_A,108.863
2024-01-06 14:00:00,Building_A,92.895
2024-01-06 15:00:00,Building_A,108.508
2024-01-06 16:00:00,Building_A,86.664
2024-01-06 17:00:00,Building_A,88.356
2024-01-06 18:00:00,Building_A,96.759
2024-01-06 19:00:00,Building_A,81.085
2024-01-06 20:00:00,Building_A,94.75
2024-01-06 21:00:00,Building_A,106.566
2024-01-06 22:00:00,Building_A,87.391
2024-01-06 23:00:00,Building_A,106.551
2024-01-07 00:00:00,Building_A,114.261
2024-01-07 01:00:00,Building_A,123.613
2024-01-07 02:00:00,Building_A,112.286
2024-01-07 03:00:00,Building_A,115.76
2024-01-07 04:00:00,Building_A,133.678
2024-01-07 05:00:00,Building_A,133.876
2024-01-07 06:00:00,Building_A,134.186
2024-01-07 07:00:00,Building_A,134.272
2024-01-07 08:00:00,Building_A,124.062
2024-01-07 09:00:00,Building_A,128.182
2024-01-07 10:00:00,Building_A,124.526
2024-01-07 11:00:00,Building_A,111.643
2024-01-07 12:00:00,Building_A,127.108
2024-01-07 13:00:00,Building_A,110.796
2024-01-07 14:00:00,Building_A,92.651
2024-01-07 15:00:00,Building_A,103.292
2024-01-07 16:00:00,Building_A,87.064
2024-01-07 17:00:00,Building_A,99.16
2024-01-07 18:00:00,Building_A,101.45
2024-01-07 19:00:00,Building_A,86.298
2024-01-07 20:00:00,Building_A,102.568
2024-01-07 21:00:00,Building_A,101.342
2024-01-07 22:00:00,Building_A,108.758
2024-01-07 23:00:00,Building_A,122.18
2024-01-08 00:00:00,Building_A,118.037
2024-01-08 01:00:00,Building_A,119.146
2024-01-08 02:00:00,Building_A,122.884
2024-01-08 03:00:00,Building_A,127.616
2024-01-08 04:00:00,Building_A,136.704
2024-01-08 05:00:00,Building_A,142.048
2024-01-08 06:00:00,Building_A,142.214
2024-01-08 07:00:00,Building_A,145.936
2024-01-08 08:00:00,Building_A,137.425
2024-01-08 09:00:00,Building_A,145.77
2024-01-08 10:00:00,Building_A,127.883
2024-01-08 11:00:00,Building_A,146.938
2024-01-08 12:00:00,Building_A,125.005
2024-01-08 13:00:00,Building_A,107.966
2024-01-08 14:00:00,Building_A,101.433
2024-01-08 15:00:00,Building_A,185.534
2024-01-08 16:00:00,Building_A,100.892
2024-01-08 17:00:00,Building_A,106.393
2024-01-08 18:00:00,Building_A,103.786
2024-01-08 19:00:00,Building_A,100.099
2024-01-08 20:00:00,Building_A,95.905
2024-01-08 21:00:00,Building_A,93.739
2024-01-08 22:00:00,Building_A,106.428
2024-01-08 23:00:00,Building_A,121.675
2024-01-09 00:00:00,Building_A,129.531
2024-01-09 01:00:00,Building_A,123.029
2024-01-09 02:00:00,Building_A,139.204
2024-01-09 03:00:00,Building_A,145.043
2024-01-09 04:00:00,Building_A,138.068
2024-01-09 05:00:00,Building_A,148.367
2024-01-09 06:00:00,Building_A,148.284
2024-01-09 07:00:00,Building_A,94.455
2024-01-09 08:00:00,Building_A,148.001
2024-01-09 09:00:00,Building_A,146.447
2024-01-09 10:00:00,Building_A,146.483
2024-01-09 11:00:00,Building_A,141.425
2024-01-09 12:00:00,Building_A,116.797
2024-01-09 13:00:00,Building_A,115.139
2024-01-09 14:00:00,Building_A,121.939
2024-01-09 15:00:00,Building_A,117.786
2024-01-09 16:00:00,Building_A,114.618
2024-01-09 17:00:00,Building_A,139.322
2024-01-09 18:00:00,Building_A,71.62
2024-01-09 19:00:00,Building_A,117.584
2024-01-09 20:00:00,Building_A,118.13
2024-01-09 21:00:00,Building_A,118.887
2024-01-09 22:00:00,Building_A,115.296
2024-01-09 23:00:00,Building_A,128.714
2024-01-10 00:00:00,Building_A,123.567
2024-01-10 01:00:00,Building_A,133.031
2024-01-10 02:00:00,Building_A,135.866
2024-01-10 03:00:00,Building_A,144.546
2024-01-10 04:00:00,Building_A,165.587
2024-01-10 05:00:00,Building_A,134.13
2024-01-10 06:00:00,Building_A,155.239
2024-01-10 07:00:00,Building_A,136.166
2024-01-10 08:00:00,Building_A,143.294
2024-01-10 09:00:00,Building_A,152.603
2024-01-10 10:00:00,Building_A,140.264
2024-01-10 11:00:00,Building_A,126.304
2024-01-10 12:00:00,Building_A,124.027
2024-01-10 13:00:00,Building_A,130.01
2024-01-10 14:00:00,Building_A,113.906
2024-01-10 15:00:00,Building_A,117.339
2024-01-10 16:00:00,Building_A,112.793
2024-01-10 17:00:00,Building_A,105.218
2024-01-10 18:00:00,Building_A,126.901
2024-01-10 19:00:00,Building_A,115.502
2024-01-10 20:00:00,Building_A,96.228
2024-01-10 21:00:00,Building_A,117.099
2024-01-10 22:00:00,Building_A,114.455
2024-01-10 23:00:00,Building_A,131.392
2024-01-11 00:00:00,Building_A,117.999
2024-01-11 01:00:00,Building_A,128.597
2024-01-11 02:00:00,Building_A,138.379
2024-01-11 03:00:00,Building_A,145.407
2024-01-11 04:00:00,Building_A,132.057
2024-01-11 05:00:00,Building_A,140.981
2024-01-11 06:00:00,Building_A,140.539
2024-01-11 07:00:00,Building_A,138.431
2024-01-11 08:00:00,Building_A,155.783
2024-01-11 09:00:00,Building_A,141.721
2024-01-11 10:00:00,Building_A,124.252
2024-01-11 11:00:00,Building_A,136.858
2024-01-11 12:00:00,Building_A,141.316
2024-01-11 13:00:00,Building_A,127.422
2024-01-11 14:00:00,Building_A,102.184
2024-01-11 15:00:00,Building_A,106.323
2024-01-11 16:00:00,Building_A,117.154
2024-01-11 17:00:00,Building_A,99.359
2024-01-11 18:00:00,Building_A,107.889
2024-01-11 19:00:00,Building_A,111.217
2024-01-11 20:00:00,Building_A,99.603
2024-01-11 21:00:00,Building_A,109.72
2024-01-11 22:00:00,Building_A,88.409
2024-01-11 23:00:00,Building_A,110.967
2024-01-12 00:00:00,Building_A,113.641
2024-01-12 01:00:00,Building_A,110.855
2024-01-12 02:00:00,Building_A,138.72
2024-01-12 03:00:00,Building_A,118.362
2024-01-12 04:00:00,Building_A,129.461
2024-01-12 05:00:00,Building_A,136.026
2024-01-12 06:00:00,Building_A,147.191
2024-01-12 07:00:00,Building_A,123.493
2024-01-12 08:00:00,Building_A,142.287
2024-01-12 09:00:00,Building_A,129.885
2024-01-12 10:00:00,Building_A,117.809
2024-01-12 11:00:00,Building_A,124.534
2024-01-12 12:00:00,Building_A,117.254
2024-01-12 13:00:00,Building_A,105.683
2024-01-12 14:00:00,Building_A,106.22
2024-01-12 15:00:00,Building_A,98.437
2024-01-12 16:00:00,Building_A,99.249
2024-01-12 17:00:00,Building_A,101.64
2024-01-12 18:00:00,Building_A,108.349
2024-01-12 19:00:00,Building_A,86.44
2024-01-12 20:00:00,Building_A,115.405
2024-01-12 21:00:00,Building_A,85.902
2024-01-12 22:00:00,Building_A,104.447
2024-01-12 23:00:00,Building_A,115.191
2024-01-13 00:00:00,Building_A,112.499
2024-01-13 01:00:00,Building_A,110.446
2024-01-13 02:00:00,Building_A,118.586
2024-01-13 03:00:00,Building_A,120.449
2024-01-13 04:00:00,Building_A,122.856
2024-01-13 05:00:00,Building_A,136.366
2024-01-13 06:00:00,Building_A,133.107
2024-01-13 07:00:00,Building_A,124.026
2024-01-13 08:00:00,Building_A,134.768
2024-01-13 09:00:00,Building_A,126.851
2024-01-13 10:00:00,Building_A,126.754
2024-01-13 11:00:00,Building_A,120.464
2024-01-13 12:00:00,Building_A,103.619
2024-01-13 13:00:00,Building_A,100.593
2024-01-13 14:00:00,Building_A,106.229
2024-01-13 15:00:00,Building_A,100.992
2024-01-13 16:00:00,Building_A,92.763
2024-01-13 17:00:00,Building_A,91.871
2024-01-13 18:00:00,Building_A,100.472
2024-01-13 19:00:00,Building_A,86.2
2024-01-13 20:00:00,Building_A,97.307
2024-01-13 21:00:00,Building_A,94.491
2024-01-13 22:00:00,Building_A,98.509
2024-01-13 23:00:00,Building_A,113.865
2024-01-14 00:00:00,Building_A,118.785
2024-01-14 01:00:00,Building_A,123.866
2024-01-14 02:00:00,Building_A,132.626
2024-01-14 03:00:00,Building_A,126.492
2024-01-14 04:00:00,Building_A,134.958
2024-01-14 05:00:00,Building_A,129.018
2024-01-14 06:00:00,Building_A,134.775
2024-01-14 07:00:00,Building_A,130.459
2024-01-14 08:00:00,Building_A,130.278
2024-01-14 09:00:00,Building_A,131.085
2024-01-14 10:00:00,Building_A,115.636
2024-01-14 11:00:00,Building_A,134.097
2024-01-14 12:00:00,Building_A,104.134
2024-01-14 13:00:00,Building_A,97.292
2024-01-14 14:00:00,Building_A,111.447
2024-01-14 15:00:00,Building_A,104.373
2024-01-14 16:00:00,Building_A,99.854
2024-01-14 17:00:00,Building_A,97.89
2024-01-14 18:00:00,Building_A,92.084
2024-01-14 19:00:00,Building_A,85.685
2024-01-14 20:00:00,Building_A,95.468
2024-01-14 21:00:00,Building_A,92.622
2024-01-14 22:00:00,Building_A,109.983
2024-01-14 23:00:00,Building_A,105.829
2024-01-15 00:00:00,Building_A,113.396
2024-01-15 01:00:00,Building_A,202.441
2024-01-15 02:00:00,Building_A,133.303
2024-01-15 03:00:00,Building_A,129.632
2024-01-15 04:00:00,Building_A,130.743
2024-01-15 05:00:00,Building_A,141.268
2024-01-15 06:00:00,Building_A,141.96
2024-01-15 07:00:00,Building_A,135.263
2024-01-15 08:00:00,Building_A,133.552
2024-01-15 09:00:00,Building_A,135.999
2024-01-15 10:00:00,Building_A,118.415
2024-01-15 11:00:00,Building_A,113.917
2024-01-15 12:00:00,Building_A,114.252
2024-01-15 13:00:00,Building_A,113.116
2024-01-15 14:00:00,Building_A,112.487
2024-01-15 15:00:00,Building_A,117.661
2024-01-15 16:00:00,Building_A,109.541
2024-01-15 17:00:00,Building_A,99.402
2024-01-15 18:00:00,Building_A,99.848
2024-01-15 19:00:00,Building_A,92.661
2024-01-15 20:00:00,Building_A,102.531
2024-01-15 21:00:00,Building_A,103.549
2024-01-15 22:00:00,Building_A,112.582
2024-01-15 23:00:00,Building_A,108.206
2024-01-16 00:00:00,Building_A,131.973
2024-01-16 01:00:00,Building_A,145.257
2024-01-16 02:00:00,Building_A,136.948
2024-01-16 03:00:00,Building_A,145.174
2024-01-16 04:00:00,Building_A,150.66
2024-01-16 05:00:00,Building_A,143.927
2024-01-16 06:00:00,Building_A,149.611
2024-01-16 07:00:00,Building_A,147.238
2024-01-16 08:00:00,Building_A,145.92
2024-01-16 09:00:00,Building_A,135.776
2024-01-16 10:00:00,Building_A,138.014
2024-01-16 11:00:00,Building_A,136.979
2024-01-16 12:00:00,Building_A,139.427
2024-01-16 13:00:00,Building_A,130.316
2024-01-16 14:00:00,Building_A,135.044
2024-01-16 15:00:00,Building_A,107.537
2024-01-16 16:00:00,Building_A,117.476
2024-01-16 17:00:00,Building_A,109.967
2024-01-16 18:00:00,Building_A,125.337
2024-01-16 19:00:00,Building_A,102.033
2024-01-16 20:00:00,Building_A,103.78
2024-01-16 21:00:00,Building_A,108.881
2024-01-16 22:00:00,Building_A,100.827
2024-01-16 23:00:00,Building_A,118.436
2024-01-17 00:00:00,Building_A,123.676
2024-01-17 01:00:00,Building_A,136.129
2024-01-17 02:00:00,Building_A,142.483
2024-01-17 03:00:00,Building_A,158.901
2024-01-17 04:00:00,Building_A,154.673
2024-01-17 05:00:00,Building_A,144.453
2024-01-17 06:00:00,Building_A,142.562
2024-01-17 07:00:00,Building_A,153.003
2024-01-17 08:00:00,Building_A,136.508
2024-01-17 09:00:00,Building_A,158.543
2024-01-17 10:00:00,Building_A,149.185
2024-01-17 11:00:00,Building_A,131.172
2024-01-17 12:00:00,Building_A,116.044
2024-01-17 13:00:00,Building_A,135.404
2024-01-17 14:00:00,Building_A,118.833
2024-01-17 15:00:00,Building_A,125.51
2024-01-17 16:00:00,Building_A,99.673
2024-01-17 17:00:00,Building_A,105.636
2024-01-17 18:00:00,Building_A,109.791
2024-01-17 19:00:00,Building_A,110.807
2024-01-17 20:00:00,Building_A,108.828
2024-01-17 21:00:00,Building_A,120.59
2024-01-17 22:00:00,Building_A,111.208
2024-01-17 23:00:00,Building_A,123.434
2024-01-18 00:00:00,Building_A,125.301
2024-01-18 01:00:00,Building_A,133.631
2024-01-18 02:00:00,Building_A,140.032
2024-01-18 03:00:00,Building_A,129.484
2024-01-18 04:00:00,Building_A,86.689
2024-01-18 05:00:00,Building_A,153.879
2024-01-18 06:00:00,Building_A,146.997
2024-01-18 07:00:00,Building_A,137.669
2024-01-18 08:00:00,Building_A,154.069
2024-01-18 09:00:00,Building_A,139.406
2024-01-18 10:00:00,Building_A,143.773
2024-01-18 11:00:00,Building_A,130.055
2024-01-18 12:00:00,Building_A,140.825
2024-01-18 13:00:00,Building_A,133.205
2024-01-18 14:00:00,Building_A,112.347
2024-01-18 15:00:00,Building_A,117.969
2024-01-18 16:00:00,Building_A,112.181
2024-01-18 17:00:00,Building_A,115.969
2024-01-18 18:00:00,Building_A,96.619
2024-01-18 19:00:00,Building_A,110.509
2024-01-18 20:00:00,Building_A,115.486
2024-01-18 21:00:00,Building_A,96.127
2024-01-18 22:00:00,Building_A,104.873
2024-01-18 23:00:00,Building_A,102.849
2024-01-19 00:00:00,Building_A,113.506
2024-01-19 01:00:00,Building_A,126.578
2024-01-19 02:00:00,Building_A,137.68
2024-01-19 03:00:00,Building_A,130.396
2024-01-19 04:00:00,Building_A,146.011
2024-01-19 05:00:00,Building_A,123.939
2024-01-19 06:00:00,Building_A,122.034
2024-01-19 07:00:00,Building_A,134.535
2024-01-19 08:00:00,Building_A,136.054
2024-01-19 09:00:00,Building_A,129.542
2024-01-19 10:00:00,Building_A,109.122
2024-01-19 11:00:00,Building_A,120.125
2024-01-19 12:00:00,Building_A,105.225
2024-01-19 13:00:00,Building_A,115.842
2024-01-19 14:00:00,Building_A,108.594
2024-01-19 15:00:00,Building_A,22.857
2024-01-19 16:00:00,Building_A,94.23
2024-01-19 17:00:00,Building_A,87.869
2024-01-19 18:00:00,Building_A,95.16
2024-01-19 19:00:00,Building_A,103.984
2024-01-19 20:00:00,Building_A,90.455
2024-01-19 21:00:00,Building_A,105.551
2024-01-19 22:00:00,Building_A,101.419
2024-01-19 23:00:00,Building_A,104.142
2024-01-20 00:00:00,Building_A,109.394
2024-01-20 01:00:00,Building_A,107.145
2024-01-20 02:00:00,Building_A,115.822
2024-01-20 03:00:00,Building_A,114.81
2024-01-20 04:00:00,Building_A,143.289
2024-01-20 05:00:00,Building_A,129.851
2024-01-20 06:00:00,Building_A,124.653
2024-01-20 07:00:00,Building_A,131.281
2024-01-20 08:00:00,Building_A,126.673
2024-01-20 09:00:00,Building_A,122.625
2024-01-20 10:00:00,Building_A,125.164
2024-01-20 11:00:00,Building_A,121.487
2024-01-20 12:00:00,Building_A,106.007
2024-01-20 13:00:00,Building_A,100.468
2024-01-20 14:00:00,Building_A,98.05
2024-01-20 15:00:00,Building_A,77.693
2024-01-20 16:00:00,Building_A,80.809
2024-01-20 17:00:00,Building_A,101.867
2024-01-20 18:00:00,Building_A,103.41
2024-01-20 19:00:00,Building_A,88.94
2024-01-20 20:00:00,Building_A,97.543
2024-01-20 21:00:00,Building_A,98.599
2024-01-20 22:00:00,Building_A,124.882
2024-01-20 23:00:00,Building_A,114.031
2024-01-21 00:00:00,Building_A,111.158
2024-01-21 01:00:00,Building_A,109.714
2024-01-21 02:00:00,Building_A,109.33
2024-01-21 03:00:00,Building_A,127.952
2024-01-21 04:00:00,Building_A,123.451
2024-01-21 05:00:00,Building_A,120.122
2024-01-21 06:00:00,Building_A,127.009
2024-01-21 07:00:00,Building_A,122.848
2024-01-21 08:00:00,Building_A,142.999
2024-01-21 09:00:00,Building_A,133.377
2024-01-21 10:00:00,Building_A,122.118
2024-01-21 11:00:00,Building_A,129.198
2024-01-21 12:00:00,Building_A,112.801
2024-01-21 13:00:00,Building_A,100.115
2024-01-21 14:00:00,Building_A,114.367
2024-01-21 15:00:00,Building_A,102.351
2024-01-21 16:00:00,Building_A,165.595
2024-01-21 17:00:00,Building_A,91.34
2024-01-21 18:00:00,Building_A,85.177
2024-01-21 19:00:00,Building_A,81.801
2024-01-21 20:00:00,Building_A,102.271
2024-01-21 21:00:00,Building_A,159.132
2024-01-21 22:00:00,Building_A,90.993
2024-01-21 23:00:00,Building_A,111.509
2024-01-22 00:00:00,Building_A,114.795
2024-01-22 01:00:00,Building_A,121.279
2024-01-22 02:00:00,Building_A,125.261
2024-01-22 03:00:00,Building_A,127.23
2024-01-22 04:00:00,Building_A,137.709
2024-01-22 05:00:00,Building_A,132.671
2024-01-22 06:00:00,Building_A,142.164
2024-01-22 07:00:00,Building_A,138.917
2024-01-22 08:00:00,Building_A,135.409
2024-01-22 09:00:00,Building_A,126.882
2024-01-22 10:00:00,Building_A,125.386
2024-01-22 11:00:00,Building_A,131.22
2024-01-22 12:00:00,Building_A,124.007
2024-01-22 13:00:00,Building_A,107.003
2024-01-22 14:00:00,Building_A,110.795
2024-01-22 15:00:00,Building_A,111.869
2024-01-22 16:00:00,Building_A,89.324
2024-01-22 17:00:00,Building_A,105.028
2024-01-22 18:00:00,Building_A,94.699
2024-01-22 19:00:00,Building_A,105.246
2024-01-22 20:00:00,Building_A,96.573
2024-01-22 21:00:00,Building_A,91.419
2024-01-22 22:00:00,Building_A,96.98
2024-01-22 23:00:00,Building_A,115.208
2024-01-23 00:00:00,Building_A,129.896
2024-01-23 01:00:00,Building_A,125.76
2024-01-23 02:00:00,Building_A,142.927
2024-01-23 03:00:00,Building_A,128.668
2024-01-23 04:00:00,Building_A,144.61
2024-01-23 05:00:00,Building_A,137.449
2024-01-23 06:00:00,Building_A,142.604
2024-01-23 07:00:00,Building_A,147.516
2024-01-23 08:00:00,Building_A,138.256
2024-01-23 09:00:00,Building_A,138.884
2024-01-23 10:00:00,Building_A,145.869
2024-01-23 11:00:00,Building_A,128.38
2024-01-23 12:00:00,Building_A,134.504
2024-01-23 13:00:00,Building_A,113.604
2024-01-23 14:00:00,Building_A,122.057
2024-01-23 15:00:00,Building_A,125.209
2024-01-23 16:00:00,Building_A,90.725
2024-01-23 17:00:00,Building_A,102.125
2024-01-23 18:00:00,Building_A,112.435
2024-01-23 19:00:00,Building_A,106.875
2024-01-23 20:00:00,Building_A,113.467
2024-01-23 21:00:00,Building_A,108.844
2024-01-23 22:00:00,Building_A,118.511
2024-01-23 23:00:00,Building_A,121.397
2024-01-24 00:00:00,Building_A,139.092
2024-01-24 01:00:00,Building_A,136.961
2024-01-24 02:00:00,Building_A,142.45
2024-01-24 03:00:00,Building_A,140.596
2024-01-24 04:00:00,Building_A,143.169
2024-01-24 05:00:00,Building_A,145.607
2024-01-24 06:00:00,Building_A,152.905
2024-01-24 07:00:00,Building_A,145.7
2024-01-24 08:00:00,Building_A,149.388
2024-01-24 09:00:00,Building_A,160.495
2024-01-24 10:00:00,Building_A,146.718
2024-01-24 11:00:00,Building_A,132.317
2024-01-24 12:00:00,Building_A,139.359
2024-01-24 13:00:00,Building_A,121.308
2024-01-24 14:00:00,Building_A,103.444
2024-01-24 15:00:00,Building_A,107.542
2024-01-24 16:00:00,Building_A,97.462
2024-01-24 17:00:00,Building_A,107.619
2024-01-24 18:00:00,Building_A,109.897
2024-01-24 19:00:00,Building_A,123.842
2024-01-24 20:00:00,Building_A,115.044
2024-01-24 21:00:00,Building_A,113.854
2024-01-24 22:00:00,Building_A,126.385
2024-01-24 23:00:00,Building_A,106.884
2024-01-25 00:00:00,Building_A,126.224
2024-01-25 01:00:00,Building_A,135.682
2024-01-25 02:00:00,Building_A,122.51
2024-01-25 03:00:00,Building_A,147.631
2024-01-25 04:00:00,Building_A,144.367
2024-01-25 05:00:00,Building_A,140.335
2024-01-25 06:00:00,Building_A,149.401
2024-01-25 07:00:00,Building_A,161.823
2024-01-25 08:00:00,Building_A,143.114
2024-01-25 09:00:00,Building_A,140.467
2024-01-25 10:00:00,Building_A,130.664
2024-01-25 11:00:00,Building_A,122.716
2024-01-25 12:00:00,Building_A,130.982
2024-01-25 13:00:00,Building_A,112.314
2024-01-25 14:00:00,Building_A,114.911
2024-01-25 15:00:00,Building_A,106.375
2024-01-25 16:00:00,Building_A,110.85
2024-01-25 17:00:00,Building_A,107.69
2024-01-25 18:00:00,Building_A,112.639
2024-01-25 19:00:00,Building_A,100.94
2024-01-25 20:00:00,Building_A,104.859
2024-01-25 21:00:00,Building_A,102.367
2024-01-25 22:00:00,Building_A,110.784
2024-01-25 23:00:00,Building_A,122.181
2024-01-26 00:00:00,Building_A,121.717
2024-01-26 01:00:00,Building_A,113.46
2024-01-26 02:00:00,Building_A,132.618
2024-01-26 03:00:00,Building_A,140.648
2024-01-26 04:00:00,Building_A,136.289
2024-01-26 05:00:00,Building_A,149.994
2024-01-26 06:00:00,Building_A,129.471
2024-01-26 07:00:00,Building_A,125.022
2024-01-26 08:00:00,Building_A,118.752
2024-01-26 09:00:00,Building_A,141.772
2024-01-26 10:00:00,Building_A,130.896
2024-01-26 11:00:00,Building_A,120.393
2024-01-26 12:00:00,Building_A,117.901
2024-01-26 13:00:00,Building_A,101.481
2024-01-26 14:00:00,Building_A,125.227
2024-01-26 15:00:00,Building_A,102.553
2024-01-26 16:00:00,Building_A,99.216
2024-01-26 17:00:00,Building_A,102.149
2024-01-26 18:00:00,Building_A,99.509
2024-01-26 19:00:00,Building_A,98.134
2024-01-26 20:00:00,Building_A,92.017
2024-01-26 21:00:00,Building_A,105.291
2024-01-26 22:00:00,Building_A,120.717
2024-01-26 23:00:00,Building_A,121.248
2024-01-27 00:00:00,Building_A,122.996
2024-01-27 01:00:00,Building_A,111.337
2024-01-27 02:00:00,Building_A,112.334
2024-01-27 03:00:00,Building_A,123.387
2024-01-27 04:00:00,Building_A,128.017
2024-01-27 05:00:00,Building_A,138.323
2024-01-27 06:00:00,Building_A,73.701
2024-01-27 07:00:00,Building_A,141.806
2024-01-27 08:00:00,Building_A,126.307
2024-01-27 09:00:00,Building_A,120.978
